LA.Code,LA.Name,Patient.Count,Patient.Count.QCOVID,Shielders_pct,Shielders_from_QCOVID_pct,decile_imd,quintile_imd,decile_income,quintile_income,RGN19NM,pop19,before_after
E07000095,Broxbourne,5215,1645,5.36086925235662,31.5436241610738,6,3,6,3,East of England,97279,after
E07000241,Welwyn Hatfield,6595,2685,5.35991482652406,40.7126611068992,7,4,7,4,East of England,123043,after
E07000242,East Hertfordshire,8015,2235,5.35232523973609,27.8852152214598,10,5,10,5,East of England,149748,after
E07000084,Basingstoke and Deane,9415,3080,5.33180052326964,32.7137546468402,8,4,9,5,South East,176582,after
E07000208,Epsom and Ewell,4295,1620,5.326999640319,37.7182770663562,10,5,10,5,South East,80627,after
E07000068,Brentwood,4100,1355,5.32322353643812,33.0487804878049,10,5,9,5,East of England,77021,after
E07000094,Winchester,6630,2315,5.30998966834589,34.9170437405732,10,5,10,5,South East,124859,after
E06000040,Windsor and Maidenhead,7980,3505,5.27004002060467,43.922305764411,10,5,10,5,South East,151422,after
E07000096,Dacorum,8145,2875,5.26288583188488,35.2977286678944,8,4,7,4,East of England,154763,after
E06000017,Rutland,2100,765,5.25959876775115,36.4285714285714,10,5,10,5,East Midlands,39927,after
E07000126,South Ribble,5810,1735,5.2442502798137,29.8623063683305,7,4,7,4,North West,110788,after
E07000179,South Oxfordshire,7400,2625,5.2091765981261,35.472972972973,10,5,10,5,South East,142057,after
E07000155,South Northamptonshire,4920,1450,5.20690020107948,29.4715447154472,10,5,10,5,East Midlands,94490,after
E07000131,Harborough,4880,1605,5.20217041372179,32.8893442622951,10,5,10,5,East Midlands,93807,after
E07000039,South Derbyshire,5520,1820,5.14632531861534,32.9710144927536,7,4,8,4,East Midlands,107261,after
E07000041,Exeter,6760,2855,5.14440089798714,42.2337278106509,6,3,7,4,South West,131405,after
E06000022,Bath and North East Somerset,9925,2945,5.13498411647231,29.6725440806045,9,5,8,4,South West,193282,after
E07000115,Tonbridge and Malling,6785,2390,5.13420051001491,35.2247605011054,8,4,8,4,South East,132153,after
E07000207,Elmbridge,6990,2550,5.10983588581454,36.480686695279,10,5,10,5,South East,136795,after
E07000077,Uttlesford,4655,1500,5.09946978660006,32.2234156820623,10,5,10,5,East of England,91284,after
E07000086,Eastleigh,6765,2310,5.06422924901186,34.1463414634146,10,5,9,5,South East,133584,after
E07000209,Guildford,7460,2710,5.00677861447805,36.3270777479893,10,5,10,5,South East,148998,after
E07000187,Mendip,5775,1970,4.99623660100184,34.1125541125541,6,3,6,3,South West,115587,after
E07000176,Rushcliffe,5880,2170,4.9335481272654,36.9047619047619,10,5,10,5,East Midlands,119184,after
E07000180,Vale of White Horse,6685,2460,4.91518818884322,36.7988032909499,10,5,10,5,South East,136007,after
E06000036,Bracknell Forest,5905,1715,4.81848077095692,29.043183742591,10,5,9,5,South East,122549,after
E07000124,Ribble Valley,2930,875,4.81211404546052,29.8634812286689,9,5,10,5,North West,60888,after
E07000240,St Albans,7050,2695,4.74900978093929,38.2269503546099,10,5,10,5,East of England,148452,after
E07000166,Richmondshire,2550,945,4.74595198213289,37.0588235294118,9,5,10,5,Yorkshire and The Humber,53730,after
E06000037,West Berkshire,7215,2510,4.55348690438624,34.7886347886348,10,5,9,5,South East,158450,after
E06000041,Wokingham,7790,2990,4.55238751979617,38.382541720154,10,5,10,5,South East,171119,after
E06000060,Buckinghamshire,30400,12190,,40.0986842105263,,,,,,,after
